exp,date,jobdate,metadata1,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,obj_in_frame,unique_roi,gtype
exp2,2019-04-23,2019-04-23,2,14,data/pimframes/exp2-20190423-2-14.tif,Fmp,Y4_ALon,3,23.8999,4.5068,1.0627,20.1210,0.5571,True,True,triple
exp2,2019-04-23,2019-04-23,2,15,data/pimframes/exp2-20190423-2-15.tif,Fp,Y5_ALon,0,16.6441,3.4882,1.4842,20.9811,0.6641,True,True,WT
exp2,2019-04-23,2019-04-23,2,15,data/pimframes/exp2-20190423-2-15.tif,Fp,Y5_ALon,1,19.2864,7.3878,1.6842,26.4745,0.8682,True,True,kead1
exp2,2019-04-23,2019-04-23,2,15,data/pimframes/exp2-20190423-2-15.tif,Fp,Y5_ALon,2,16.6706,3.7404,1.5066,21.4795,0.6900,True,True,gun1
exp2,2019-04-23,2019-04-23,2,15,data/pimframes/exp2-20190423-2-15.tif,Fp,Y5_ALon,3,18.1034,4.4901,1.4672,19.9795,0.6742,True,True,triple
exp2,2019-04-23,2019-04-23,2,16,data/pimframes/exp2-20190423-2-16.tif,Fmp,Y5_ALon,0,19.6536,3.4882,1.4842,20.9811,0.6641,True,True,WT
exp2,2019-04-23,2019-04-23,2,16,data/pimframes/exp2-20190423-2-16.tif,Fmp,Y5_ALon,1,20.3688,7.3878,1.6842,26.4745,0.8682,True,True,kead1
exp2,2019-04-23,2019-04-23,2,16,data/pimframes/exp2-20190423-2-16.tif,Fmp,Y5_ALon,2,19.5656,3.7404,1.5066,21.4795,0.6900,True,True,gun1
exp2,2019-04-23,2019-04-23,2,16,data/pimframes/exp2-20190423-2-16.tif,Fmp,Y5_ALon,3,20.0005,4.4901,1.4672,19.9795,0.6742,True,True,triple
exp2,2019-04-23,2019-04-23,2,17,data/pimframes/exp2-20190423-2-17.tif,Fp,Y6_ALon,0,15.4106,3.1211,1.5700,20.9404,0.7368,True,True,WT
exp2,2019-04-23,2019-04-23,2,17,data/pimframes/exp2-20190423-2-17.tif,Fp,Y6_ALon,1,18.6867,6.8446,1.7088,26.6842,0.9178,True,True,kead1
exp2,2019-04-23,2019-04-23,2,17,data/pimframes/exp2-20190423-2-17.tif,Fp,Y6_ALon,2,15.4527,3.3126,1.5913,21.0134,0.7481,True,True,gun1
exp2,2019-04-23,2019-04-23,2,17,data/pimframes/exp2-20190423-2-17.tif,Fp,Y6_ALon,3,16.6729,3.7592,1.5765,17.8917,0.7296,True,True,triple
exp2,2019-04-23,2019-04-23,2,18,data/pimframes/exp2-20190423-2-18.tif,Fmp,Y6_ALon,0,19.0165,3.1211,1.5700,20.9404,0.7368,True,True,WT
exp2,2019-04-23,2019-04-23,2,18,data/pimframes/exp2-20190423-2-18.tif,Fmp,Y6_ALon,1,20.2855,6.8446,1.7088,26.6842,0.9178,True,True,kead1
exp2,2019-04-23,2019-04-23,2,18,data/pimframes/exp2-20190423-2-18.tif,Fmp,Y6_ALon,2,18.9319,3.3126,1.5913,21.0134,0.7481,True,True,gun1
exp2,2019-04-23,2019-04-23,2,18,data/pimframes/exp2-20190423-2-18.tif,Fmp,Y6_ALon,3,19.0350,3.7592,1.5765,17.8917,0.7296,True,True,triple
exp2,2019-04-23,2019-04-23,2,19,data/pimframes/exp2-20190423-2-19.tif,Fp,Y7_ALon,0,14.6045,2.9634,1.6333,20.3144,0.7827,True,True,WT
exp2,2019-04-23,2019-04-23,2,19,data/pimframes/exp2-20190423-2-19.tif,Fp,Y7_ALon,1,18.4809,6.5382,1.6651,27.2077,0.9360,True,True,kead1
exp2,2019-04-23,2019-04-23,2,19,data/pimframes/exp2-20190423-2-19.tif,Fp,Y7_ALon,2,14.6575,3.1290,1.6526,20.4253,0.7929,True,True,gun1
exp2,2019-04-23,2019-04-23,2,19,data/pimframes/exp2-20190423-2-19.tif,Fp,Y7_ALon,3,15.9537,3.5720,1.6329,19.4879,0.9138,True,True,triple
exp2,2019-04-23,2019-04-23,2,20,data/pimframes/exp2-20190423-2-20.tif,Fmp,Y7_ALon,0,18.5575,2.9634,1.6333,20.3144,0.7827,True,True,WT
exp2,2019-04-23,2019-04-23,2,20,data/pimframes/exp2-20190423-2-20.tif,Fmp,Y7_ALon,1,20.6886,6.5382,1.6651,27.2077,0.9360,True,True,kead1
exp2,2019-04-23,2019-04-23,2,20,data/pimframes/exp2-20190423-2-20.tif,Fmp,Y7_ALon,2,18.4871,3.1290,1.6526,20.4253,0.7929,True,True,gun1
exp2,2019-04-23,2019-04-23,2,20,data/pimframes/exp2-20190423-2-20.tif,Fmp,Y7_ALon,3,18.8057,3.5720,1.6329,19.4879,0.9138,True,True,triple
exp2,2019-04-23,2019-04-23,2,21,data/pimframes/exp2-20190423-2-21.tif,Fp,Y8_ALon,0,13.9825,2.8729,1.7017,20.1709,0.8699,True,True,WT
exp2,2019-04-23,2019-04-23,2,21,data/pimframes/exp2-20190423-2-21.tif,Fp,Y8_ALon,1,18.4527,5.5225,1.6320,24.6806,1.1108,True,True,kead1
exp2,2019-04-23,2019-04-23,2,21,data/pimframes/exp2-20190423-2-21.tif,Fp,Y8_ALon,2,14.0499,3.0011,1.7209,20.2710,0.8890,True,True,gun1
exp2,2019-04-23,2019-04-23,2,21,data/pimframes/exp2-20190423-2-21.tif,Fp,Y8_ALon,3,15.4025,3.1702,1.6197,18.1100,0.7787,True,True,triple
exp2,2019-04-23,2019-04-23,2,22,data/pimframes/exp2-20190423-2-22.tif,Fmp,Y8_ALon,0,18.1471,2.8729,1.7017,20.1709,0.8699,True,True,WT
exp2,2019-04-23,2019-04-23,2,22,data/pimframes/exp2-20190423-2-22.tif,Fmp,Y8_ALon,1,21.0979,5.5225,1.6320,24.6806,1.1108,True,True,kead1
exp2,2019-04-23,2019-04-23,2,22,data/pimframes/exp2-20190423-2-22.tif,Fmp,Y8_ALon,2,18.0986,3.0011,1.7209,20.2710,0.8890,True,True,gun1
exp2,2019-04-23,2019-04-23,2,22,data/pimframes/exp2-20190423-2-22.tif,Fmp,Y8_ALon,3,18.8382,3.1702,1.6197,18.1100,0.7787,True,True,triple
exp2,2019-04-23,2019-04-23,2,23,data/pimframes/exp2-20190423-2-23.tif,Fp,Y9_ALon,0,13.5248,2.8453,1.7399,20.8169,0.8432,True,True,WT
exp2,2019-04-23,2019-04-23,2,23,data/pimframes/exp2-20190423-2-23.tif,Fp,Y9_ALon,1,18.5285,5.6935,1.5974,26.1859,1.1224,True,True,kead1
exp2,2019-04-23,2019-04-23,2,23,data/pimframes/exp2-20190423-2-23.tif,Fp,Y9_ALon,2,13.6092,2.9349,1.7519,20.8413,0.8495,True,True,gun1
exp2,2019-04-23,2019-04-23,2,23,data/pimframes/exp2-20190423-2-23.tif,Fp,Y9_ALon,3,15.0332,2.9990,1.6093,18.8414,0.8122,True,True,triple
exp2,2019-04-23,2019-04-23,2,24,data/pimframes/exp2-20190423-2-24.tif,Fmp,Y9_ALon,0,17.8916,2.8453,1.7399,20.8169,0.8432,True,True,WT
exp2,2019-04-23,2019-04-23,2,24,data/pimframes/exp2-20190423-2-24.tif,Fmp,Y9_ALon,1,21.3865,5.6935,1.5974,26.1859,1.1224,True,True,kead1
exp2,2019-04-23,2019-04-23,2,24,data/pimframes/exp2-20190423-2-24.tif,Fmp,Y9_ALon,2,17.8725,2.9349,1.7519,20.8413,0.8495,True,True,gun1
exp2,2019-04-23,2019-04-23,2,24,data/pimframes/exp2-20190423-2-24.tif,Fmp,Y9_ALon,3,18.9100,2.9990,1.6093,18.8414,0.8122,True,True,triple
exp3,2019-04-23,2019-04-23,3,1,data/pimframes/exp3-20190423-3-1.tif,Fo,FvFm,0,11.2037,1.0933,0.0000,8.2657,0.0000,True,True,WT
exp3,2019-04-23,2019-04-23,3,1,data/pimframes/exp3-20190423-3-1.tif,Fo,FvFm,1,12.5049,1.2513,0.0000,10.0905,0.0000,True,True,kead1
exp3,2019-04-23,2019-04-23,3,1,data/pimframes/exp3-20190423-3-1.tif,Fo,FvFm,2,12.0595,1.1462,0.0000,8.9246,0.0000,True,True,gun1
exp3,2019-04-23,2019-04-23,3,1,data/pimframes/exp3-20190423-3-1.tif,Fo,FvFm,3,11.7334,1.1630,0.0000,8.9710,0.0000,True,True,triple
exp3,2019-04-23,2019-04-23,3,2,data/pimframes/exp3-20190423-3-2.tif,Fm,FvFm,0,48.0415,1.0933,0.0000,8.2657,0.0000,True,True,WT
exp3,2019-04-23,2019-04-23,3,2,data/pimframes/exp3-20190423-3-2.tif,Fm,FvFm,1,50.8103,1.2513,0.0000,10.0905,0.0000,True,True,kead1
exp3,2019-04-23,2019-04-23,3,2,data/pimframes/exp3-20190423-3-2.tif,Fm,FvFm,2,49.8916,1.1462,0.0000,8.9246,0.0000,True,True,gun1
exp3,2019-04-23,2019-04-23,3,2,data/pimframes/exp3-20190423-3-2.tif,Fm,FvFm,3,50.8655,1.1630,0.0000,8.9710,0.0000,True,True,triple
exp3,2019-04-23,2019-04-23,3,7,data/pimframes/exp3-20190423-3-7.tif,Fp,Y1_ALon,0,46.9827,5.5810,0.0459,19.8887,0.2364,True,True,WT
exp3,2019-04-23,2019-04-23,3,7,data/pimframes/exp3-20190423-3-7.tif,Fp,Y1_ALon,1,49.5432,4.7146,0.0406,18.5945,0.2283,True,True,kead1
exp3,2019-04-23,2019-04-23,3,7,data/pimframes/exp3-20190423-3-7.tif,Fp,Y1_ALon,2,48.7210,4.9836,0.0423,18.9669,0.2234,True,True,gun1
exp3,2019-04-23,2019-04-23,3,7,data/pimframes/exp3-20190423-3-7.tif,Fp,Y1_ALon,3,49.4880,4.3690,0.0392,17.2394,0.2046,True,True,triple
exp3,2019-04-23,2019-04-23,3,8,data/pimframes/exp3-20190423-3-8.tif,Fmp,Y1_ALon,0,46.4301,5.5810,0.0459,19.8887,0.2364,True,True,WT
exp3,2019-04-23,2019-04-23,3,8,data/pimframes/exp3-20190423-3-8.tif,Fmp,Y1_ALon,1,49.2434,4.7146,0.0406,18.5945,0.2283,True,True,kead1
exp3,2019-04-23,2019-04-23,3,8,data/pimframes/exp3-20190423-3-8.tif,Fmp,Y1_ALon,2,48.3026,4.9836,0.0423,18.9669,0.2234,True,True,gun1
exp3,2019-04-23,2019-04-23,3,8,data/pimframes/exp3-20190423-3-8.tif,Fmp,Y1_ALon,3,49.2662,4.3690,0.0392,17.2394,0.2046,True,True,triple
exp3,2019-04-23,2019-04-23,3,9,data/pimframes/exp3-20190423-3-9.tif,Fp,Y2_ALon,0,28.0988,4.8887,0.6599,19.7226,0.3815,True,True,WT
exp3,2019-04-23,2019-04-23,3,9,data/pimframes/exp3-20190423-3-9.tif,Fp,Y2_ALon,1,31.7414,4.6856,0.5814,19.9744,0.3913,True,True,kead1
exp3,2019-04-23,2019-04-23,3,9,data/pimframes/exp3-20190423-3-9.tif,Fp,Y2_ALon,2,30.2352,4.7178,0.6233,19.7660,0.4034,True,True,gun1
exp3,2019-04-23,2019-04-23,3,9,data/pimframes/exp3-20190423-3-9.tif,Fp,Y2_ALon,3,32.0647,4.3277,0.5595,19.0695,0.3514,True,True,triple
exp3,2019-04-23,2019-04-23,3,10,data/pimframes/exp3-20190423-3-10.tif,Fmp,Y2_ALon,0,29.1997,4.8887,0.6599,19.7226,0.3815,True,True,WT
exp3,2019-04-23,2019-04-23,3,10,data/pimframes/exp3-20190423-3-10.tif,Fmp,Y2_ALon,1,32.5471,4.6856,0.5814,19.9744,0.3913,True,True,kead1
exp3,2019-04-23,2019-04-23,3,10,data/pimframes/exp3-20190423-3-10.tif,Fmp,Y2_ALon,2,31.1707,4.7178,0.6233,19.7660,0.4034,True,True,gun1
exp3,2019-04-23,2019-04-23,3,10,data/pimframes/exp3-20190423-3-10.tif,Fmp,Y2_ALon,3,32.9528,4.3277,0.5595,19.0695,0.3514,True,True,triple
exp3,2019-04-23,2019-04-23,3,11,data/pimframes/exp3-20190423-3-11.tif,Fp,Y3_ALon,0,20.4764,4.2436,1.1228,21.3832,0.5559,True,True,WT
exp3,2019-04-23,2019-04-23,3,11,data/pimframes/exp3-20190423-3-11.tif,Fp,Y3_ALon,1,22.6528,3.8178,1.0844,19.1838,0.5076,True,True,kead1
exp3,2019-04-23,2019-04-23,3,11,data/pimframes/exp3-20190423-3-11.tif,Fp,Y3_ALon,2,21.7668,3.9307,1.1073,19.9012,0.5284,True,True,gun1
exp3,2019-04-23,2019-04-23,3,11,data/pimframes/exp3-20190423-3-11.tif,Fp,Y3_ALon,3,22.7400,3.3733,1.0650,17.5610,0.4607,True,True,triple
exp3,2019-04-23,2019-04-23,3,12,data/pimframes/exp3-20190423-3-12.tif,Fmp,Y3_ALon,0,22.9002,4.2436,1.1228,21.3832,0.5559,True,True,WT
exp3,2019-04-23,2019-04-23,3,12,data/pimframes/exp3-20190423-3-12.tif,Fmp,Y3_ALon,1,24.7330,3.8178,1.0844,19.1838,0.5076,True,True,kead1
exp3,2019-04-23,2019-04-23,3,12,data/pimframes/exp3-20190423-3-12.tif,Fmp,Y3_ALon,2,23.9966,3.9307,1.1073,19.9012,0.5284,True,True,gun1
exp3,2019-04-23,2019-04-23,3,12,data/pimframes/exp3-20190423-3-12.tif,Fmp,Y3_ALon,3,24.9337,3.3733,1.0650,17.5610,0.4607,True,True,triple
exp3,2019-04-23,2019-04-23,3,13,data/pimframes/exp3-20190423-3-13.tif,Fp,Y4_ALon,0,17.8435,3.8874,1.3341,20.7099,0.6117,True,True,WT
exp3,2019-04-23,2019-04-23,3,13,data/pimframes/exp3-20190423-3-13.tif,Fp,Y4_ALon,1,19.5924,3.3039,1.3112,19.2282,0.6122,True,True,kead1
exp3,2019-04-23,2019-04-23,3,13,data/pimframes/exp3-20190423-3-13.tif,Fp,Y4_ALon,2,18.8771,3.4750,1.3264,19.4845,0.5740,True,True,gun1
exp3,2019-04-23,2019-04-23,3,13,data/pimframes/exp3-20190423-3-13.tif,Fp,Y4_ALon,3,19.5916,2.8898,1.2954,17.7471,0.5183,True,True,triple
exp3,2019-04-23,2019-04-23,3,14,data/pimframes/exp3-20190423-3-14.tif,Fmp,Y4_ALon,0,20.7999,3.8874,1.3341,20.7099,0.6117,True,True,WT
exp3,2019-04-23,2019-04-23,3,14,data/pimframes/exp3-20190423-3-14.tif,Fmp,Y4_ALon,1,22.2991,3.3039,1.3112,19.2282,0.6122,True,True,kead1
exp3,2019-04-23,2019-04-23,3,14,data/pimframes/exp3-20190423-3-14.tif,Fmp,Y4_ALon,2,21.6972,3.4750,1.3264,19.4845,0.5740,True,True,gun1
exp3,2019-04-23,2019-04-23,3,14,data/pimframes/exp3-20190423-3-14.tif,Fmp,Y4_ALon,3,22.4295,2.8898,1.2954,17.7471,0.5183,True,True,triple
exp3,2019-04-23,2019-04-23,3,15,data/pimframes/exp3-20190423-3-15.tif,Fp,Y5_ALon,0,16.5152,3.4639,1.3991,21.9439,0.6864,True,True,WT
exp3,2019-04-23,2019-04-23,3,15,data/pimframes/exp3-20190423-3-15.tif,Fp,Y5_ALon,1,18.1288,2.9364,1.3910,19.1519,0.6733,True,True,kead1
exp3,2019-04-23,2019-04-23,3,15,data/pimframes/exp3-20190423-3-15.tif,Fp,Y5_ALon,2,17.4629,3.0846,1.4006,19.9728,0.6578,True,True,gun1
exp3,2019-04-23,2019-04-23,3,15,data/pimframes/exp3-20190423-3-15.tif,Fp,Y5_ALon,3,18.0852,2.5292,1.3754,17.6220,0.6167,True,True,triple
exp3,2019-04-23,2019-04-23,3,16,data/pimframes/exp3-20190423-3-16.tif,Fmp,Y5_ALon,0,20.2406,3.4639,1.3991,21.9439,0.6864,True,True,WT
exp3,2019-04-23,2019-04-23,3,16,data/pimframes/exp3-20190423-3-16.tif,Fmp,Y5_ALon,1,21.5886,2.9364,1.3910,19.1519,0.6733,True,True,kead1
exp3,2019-04-23,2019-04-23,3,16,data/pimframes/exp3-20190423-3-16.tif,Fmp,Y5_ALon,2,21.0423,3.0846,1.4006,19.9728,0.6578,True,True,gun1
exp3,2019-04-23,2019-04-23,3,16,data/pimframes/exp3-20190423-3-16.tif,Fmp,Y5_ALon,3,21.7018,2.5292,1.3754,17.6220,0.6167,True,True,triple
exp3,2019-04-23,2019-04-23,3,17,data/pimframes/exp3-20190423-3-17.tif,Fp,Y6_ALon,0,15.6375,3.2445,1.4718,20.7391,0.7952,True,True,WT
exp3,2019-04-23,2019-04-23,3,17,data/pimframes/exp3-20190423-3-17.tif,Fp,Y6_ALon,1,17.3438,2.7153,1.4270,18.7354,0.6399,True,True,kead1
exp3,2019-04-23,2019-04-23,3,17,data/pimframes/exp3-20190423-3-17.tif,Fp,Y6_ALon,2,16.6307,2.8329,1.4516,19.1984,0.6861,True,True,gun1
exp3,2019-04-23,2019-04-23,3,17,data/pimframes/exp3-20190423-3-17.tif,Fp,Y6_ALon,3,17.2745,2.2834,1.4105,17.1387,0.5650,True,True,triple
exp3,2019-04-23,2019-04-23,3,18,data/pimframes/exp3-20190423-3-18.tif,Fmp,Y6_ALon,0,19.7017,3.2445,1.4718,20.7391,0.7952,True,True,WT
exp3,2019-04-23,2019-04-23,3,18,data/pimframes/exp3-20190423-3-18.tif,Fmp,Y6_ALon,1,21.2362,2.7153,1.4270,18.7354,0.6399,True,True,kead1
exp3,2019-04-23,2019-04-23,3,18,data/pimframes/exp3-20190423-3-18.tif,Fmp,Y6_ALon,2,20.6157,2.8329,1.4516,19.1984,0.6861,True,True,gun1
exp3,2019-04-23,2019-04-23,3,18,data/pimframes/exp3-20190423-3-18.tif,Fmp,Y6_ALon,3,21.3382,2.2834,1.4105,17.1387,0.5650,True,True,triple
exp3,2019-04-23,2019-04-23,3,19,data/pimframes/exp3-20190423-3-19.tif,Fp,Y7_ALon,0,14.8466,3.4141,1.5408,21.8911,0.8000,True,True,WT
exp3,2019-04-23,2019-04-23,3,19,data/pimframes/exp3-20190423-3-19.tif,Fp,Y7_ALon,1,16.5747,2.4264,1.4657,17.3815,0.7231,True,True,kead1
exp3,2019-04-23,2019-04-23,3,19,data/pimframes/exp3-20190423-3-19.tif,Fp,Y7_ALon,2,15.8548,2.7640,1.5017,19.1187,0.7103,True,True,gun1
exp3,2019-04-23,2019-04-23,3,19,data/pimframes/exp3-20190423-3-19.tif,Fp,Y7_ALon,3,16.4850,2.0916,1.4512,16.1594,0.6170,True,True,triple
exp3,2019-04-23,2019-04-23,3,20,data/pimframes/exp3-20190423-3-20.tif,Fmp,Y7_ALon,0,19.2005,3.4141,1.5408,21.8911,0.8000,True,True,WT
exp3,2019-04-23,2019-04-23,3,20,data/pimframes/exp3-20190423-3-20.tif,Fmp,Y7_ALon,1,20.9175,2.4264,1.4657,17.3815,0.7231,True,True,kead1
exp3,2019-04-23,2019-04-23,3,20,data/pimframes/exp3-20190423-3-20.tif,Fmp,Y7_ALon,2,20.2280,2.7640,1.5017,19.1187,0.7103,True,True,gun1
exp3,2019-04-23,2019-04-23,3,20,data/pimframes/exp3-20190423-3-20.tif,Fmp,Y7_ALon,3,21.0022,2.0916,1.4512,16.1594,0.6170,True,True,triple
exp3,2019-04-23,2019-04-23,3,21,data/pimframes/exp3-20190423-3-21.tif,Fp,Y8_ALon,0,14.3311,2.6645,1.5771,18.5444,0.7946,True,True,WT
exp3,2019-04-23,2019-04-23,3,21,data/pimframes/exp3-20190423-3-21.tif,Fp,Y8_ALon,1,15.9803,2.4762,1.5164,18.1066,0.7662,True,True,kead1
exp3,2019-04-23,2019-04-23,3,21,data/pimframes/exp3-20190423-3-21.tif,Fp,Y8_ALon,2,15.2931,2.4108,1.5445,17.5474,0.7278,True,True,gun1
exp3,2019-04-23,2019-04-23,3,21,data/pimframes/exp3-20190423-3-21.tif,Fp,Y8_ALon,3,15.8740,2.0075,1.5008,15.7833,0.6575,True,True,triple
exp3,2019-04-23,2019-04-23,3,22,data/pimframes/exp3-20190423-3-22.tif,Fmp,Y8_ALon,0,18.9146,2.6645,1.5771,18.5444,0.7946,True,True,WT
exp3,2019-04-23,2019-04-23,3,22,data/pimframes/exp3-20190423-3-22.tif,Fmp,Y8_ALon,1,20.5391,2.4762,1.5164,18.1066,0.7662,True,True,kead1
exp3,2019-04-23,2019-04-23,3,22,data/pimframes/exp3-20190423-3-22.tif,Fmp,Y8_ALon,2,19.8930,2.4108,1.5445,17.5474,0.7278,True,True,gun1
exp3,2019-04-23,2019-04-23,3,22,data/pimframes/exp3-20190423-3-22.tif,Fmp,Y8_ALon,3,20.6145,2.0075,1.5008,15.7833,0.6575,True,True,triple
exp3,2019-04-23,2019-04-23,3,23,data/pimframes/exp3-20190423-3-23.tif,Fp,Y9_ALon,0,13.9473,2.9921,1.6270,20.6158,0.9536,True,True,WT
exp3,2019-04-23,2019-04-23,3,23,data/pimframes/exp3-20190423-3-23.tif,Fp,Y9_ALon,1,15.4930,2.4158,1.5554,18.1198,0.7466,True,True,kead1
exp3,2019-04-23,2019-04-23,3,23,data/pimframes/exp3-20190423-3-23.tif,Fp,Y9_ALon,2,14.8462,2.4689,1.5868,18.2412,0.7956,True,True,gun1
exp3,2019-04-23,2019-04-23,3,23,data/pimframes/exp3-20190423-3-23.tif,Fp,Y9_ALon,3,15.3742,1.9751,1.5405,16.0637,0.6449,True,True,triple
exp3,2019-04-23,2019-04-23,3,24,data/pimframes/exp3-20190423-3-24.tif,Fmp,Y9_ALon,0,18.6977,2.9921,1.6270,20.6158,0.9536,True,True,WT
exp3,2019-04-23,2019-04-23,3,24,data/pimframes/exp3-20190423-3-24.tif,Fmp,Y9_ALon,1,20.2430,2.4158,1.5554,18.1198,0.7466,True,True,kead1
exp3,2019-04-23,2019-04-23,3,24,data/pimframes/exp3-20190423-3-24.tif,Fmp,Y9_ALon,2,19.6332,2.4689,1.5868,18.2412,0.7956,True,True,gun1
exp3,2019-04-23,2019-04-23,3,24,data/pimframes/exp3-20190423-3-24.tif,Fmp,Y9_ALon,3,20.3107,1.9751,1.5405,16.0637,0.6449,True,True,triple
